Animal_ID,Deployment_ID,Tags_SatTag_Manufacturer,Tags_SatTag_Model,Tags_SatTag_ID,Tags_PTT,Data_Track_QCFlag,Tags_SatTag_Comments,Tags_TDR1_Manufacturer,Tags_TDR1_Model,Tags_TDR1_ID,Tags_TDR1_Loc,Data_TDR1_QCFlag,Tags_TDR1_Comments,Tags_TDR2_Manufacturer,Tags_TDR2_Model,Tags_TDR2_ID,Tags_TDR2_Loc,Data_TDR2_QCFlag,Tags_TDR2_Comments,Tags_TDR3_Manufacturer,Tags_TDR3_Model,Tags_TDR3_ID,Tags_TDR3_Loc,Data_TDR3_QCFlag,Tags_TDR3_Comments,Data_TDR1_DepthResolution_m,Data_TDR1_SamplingFrequency_Hz,Data_TDR2_DepthResolution_m,Data_TDR2_SamplingFrequency_Hz,Data_TDR3_DepthResolution_m,Data_TDR3_SamplingFrequency_Hz,Deployment_Departure_Datetime,Deployment_Arrival_Datetime,Deployment_Departure_Lat,Deployment_Departure_Lon,Deployment_Arrival_Lat,Deployment_Arrival_Lon,Deployment_Departure_Loc,Deployment_Arrival_Loc,Deployment_Trip,Animal_BirthYear,Animal_AgeClass,Animal_Sex,Deployment_Manipulation,Deployment_ManipulationType,Animal_HadPup,Deployment_Year
X387,2013015,Wildlife Computers,SPOT,10S0783,101166,2,NA,Wildlife Computers,Mk9,1090225,Back,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,NA,NA,NA,NA,5,NA,0.5,4,1,5,NaN,NaN,2/11/2013 13:06,4/27/2013 12:35,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,NA,N/A,2013
4534,2013016,Wildlife Computers,SPOT,04S0138,37597,3,NA,Wildlife Computers,Mk9,490357,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/14/2013 19:30,4/30/2013 20:10,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,NA,N/A,2013
2161,2013017,Wildlife Computers,SPOT,05S1059,62036,4,minor loop - sparse data,Wildlife Computers,Mk9,490853,Back,1,NA,Little Leonardo,Kami,NA,Jaw,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/20/2013 15:15,4/7/2013 16:50,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,NA,N/A,2013
X349,2013018,Wildlife Computers,Mk10,09A0140,93053,1,very odd extrapolation,Wildlife Computers,Mk10,09A0140,Head,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,NA,NA,NA,NA,5,NA,0.5,4,1.2,5,NaN,NaN,2/14/2013 21:45,5/6/2013 7:25,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2008,Adult,F,N,NA,N/A,2013
S216,2013019,Wildlife Computers,SPOT,10S0781,101164,2,odd extrapolation,Wildlife Computers,Mk9,1290211,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,1,4,NaN,NaN,NaN,NaN,2/21/2013 22:25,5/2/2013 11:22,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2000,Adult,F,N,NA,N/A,2013
T911,2013020,Wildlife Computers,Mk10,12A1587,120603,2,NA,Wildlife Computers,Mk10,12A1587,Head,5,NA,Little Leonardo,Kami,NA,Jaw,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,2/22/2013 10:10,3/15/2013 11:20,37.116396,-122.330756,NaN,NaN,ANNU,NA,PB,2006,Adult,F,N,NA,N/A,2013
VX518,2013021,Wildlife Computers,SPOT,10S0782,101165,3,NA,Wildlife Computers,Mk9,1290213,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,1,4,NaN,NaN,NaN,NaN,2/20/2013 12:40,5/12/2013 7:25,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,NA,N/A,2013
U481,2013022,Wildlife Computers,Mk10,12A1591,120604,1,NA,Wildlife Computers,Mk10,12A1591,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/22/2013 18:30,5/14/2013 18:02,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,NA,N/A,2013
1733,2013023,Wildlife Computers,SPOT,12S0448,120658,5,Tag failed,SMRU,CTD,NA,Head,5,tag failed,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,3/2/2013 19:00,6/7/2013 7:20,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,NA,N/A,2013
1317,2013026,Wildlife Computers,SPOT,11S0788,113024,1,NA,Wildlife Computers,Mk9,490877,Back,5,NA,Little Leonardo,Kami,NA,Jaw,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,5/19/2013 11:22,12/26/2013 21:21,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2003,Adult,F,N,NA,N/A,2013
U256,2013027,Wildlife Computers,Mk10,07A0351,34078,1,NA,Wildlife Computers,Mk9,990460,Back,1,NA,Little Leonardo,Kami,NA,Jaw,3,NA,NA,NA,NA,NA,5,NA,0.5,8,1.2,5,NaN,NaN,5/29/2013 12:29,1/15/2014 1:25,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,NA,N/A,2013
9701,2013029,Wildlife Computers,SPOT,09S1056,34253,2,NA,Wildlife Computers,MK9,490359,Back,1,NA,Little Leonardo,Kami,K15,Jaw,3,NA,NA,NA,NA,NA,5,NA,0.5,8,1.1,5,NaN,NaN,5/28/2013 19:00,1/2/2014 22:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2013
3190,2013030,Wildlife Computers,Mk10,12A1794,128636,1,NA,Wildlife Computers,Mk10,12A1794,Head,1,NA,Little Leonardo,Kami,NA,Jaw,3,NA,NA,NA,NA,NA,5,NA,0.5,8,1,5,NaN,NaN,5/29/2013 7:38,1/9/2014 2:03,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2013
9706,2013031,Wildlife Computers,SPOT,12S1443,128118,1,NA,Wildlife Computers,Mk9,1290217,Back,1,NA,Little Leonardo,Kami,K20,Jaw,3,NA,NA,NA,NA,NA,5,NA,1,8,1.1,5,NaN,NaN,6/4/2013 3:30,1/17/2014 5:35,37.116396,-122.330756,34.02,-120.3289948,ANNU,SAMI,PM,NaN,Adult,F,N,NA,Y,2013
U848,2013032,Wildlife Computers,Mk10,11A1098,113027,1,NA,Wildlife Computers,Mk10,11A1098,Head,1,NA,Little Leonardo,Kami,NA,Jaw,3,NA,NA,NA,NA,NA,5,NA,0.5,8,1.2,5,NaN,NaN,6/5/2013 14:25,1/7/2014 14:28,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,NA,Y,2013
9710,2013033,Wildlife Computers,SPOT,01S1055,34252,1,NA,Wildlife Computers,Mk9,990434,Back,1,NA,Little Leonardo,Kami,NA,Jaw,3,NA,NA,NA,NA,NA,5,NA,0.5,8,1,5,NaN,NaN,6/4/2013 1:07,1/12/2014 12:10,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PM,NaN,Adult,F,N,NA,Y,2013
9550,2013034,Wildlife Computers,Mk10,07A0339,34071,1,NA,Little Leonardo,Kami,NA,Jaw,3,NA,Wildlife Computers,Mk10,07A0339,Head,5,NA,NA,NA,NA,NA,5,NA,1.1,5,NaN,NaN,NaN,NaN,6/9/2013 3:10,1/22/2014 6:40,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2013
9703,2013035,Wildlife Computers,Mk10,07A0354,34082,1,NA,Wildlife Computers,Mk9,990461,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/2/2013 4:50,10/14/2013 10:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,N,2013
9714,2013036,Wildlife Computers,Mk10,07A0358,34084,2,NA,Wildlife Computers,Mk10,07A0358,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/1/2013 22:30,1/2/2014 22:00,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PM,NaN,Adult,F,N,NA,Y,2013
9704,2013037,Wildlife Computers,Mk10,07A0349,34076,4,NA,Wildlife Computers,Mk9,1290212,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,1,8,NaN,NaN,NaN,NaN,6/8/2013 3:05,1/20/2014 20:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2013
9718,2013038,Wildlife Computers,Mk10,12A1583,120079,1,NA,Wildlife Computers,Mk10,12A1583,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/7/2013 21:01,1/15/2014 20:52,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2013
9720,2013039,Wildlife Computers,SPOT,09S1128,98321,2,NA,Wildlife Computers,Mk10,09A0805,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/9/2013 3:49,1/21/2014 14:54,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2013
O18129,2013040,Wildlife Computers,Mk10,09A0795,98226,4,NA,Wildlife Computers,Mk10,09A0795,Head,5,NA,Little Leonardo,Kami,NA,Jaw,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/13/2013 0:00,8/15/2013 4:31,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,NaN,Adult,F,N,NA,N/A,2013
4534,2013041,Wildlife Computers,SPOT,09S1057,34259,3,NA,Little Leonardo,Kami,NA,Jaw,3,NA,Wildlife Computers,Mk9,1290211,Back,3,NA,NA,NA,NA,NA,5,NA,1.2,5,1,8,NaN,NaN,6/12/2013 9:19,1/26/2014 17:05,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2009,Adult,F,N,NA,Y,2013
4606,2013042,Wildlife Computers,SPOT,10S0783,101166,1,NA,Wildlife Computers,Mk9,1290214,Back,5,NA,Little Leonardo,Kami,NA,Jaw,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/9/2013 2:48,1/4/2014 15:23,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,NaN,Adult,F,N,NA,N/A,2013
X387,2013043,Wildlife Computers,Mk10,08A0901,35663,1,NA,Little Leonardo,Kami,NA,Jaw,3,NA,Wildlife Computers,Mk10,08A0901,Head,3,NA,NA,NA,NA,NA,5,NA,1.3,5,0.5,8,NaN,NaN,6/10/2013 4:30,1/15/2014 13:17,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2013
X349,2013044,Wildlife Computers,Mk10,07A0353,34081,4,missing,Wildlife Computers,Mk9,490963,Back,5,NA,Little Leonardo,Kami,NA,Jaw,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/10/2013 22:11,7/7/2013 5:28,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2008,Adult,F,N,NA,N/A,2013
T220,2013045,Wildlife Computers,SPOT,10S0788,101170,4,NA,Little Leonardo,Kami,NA,Jaw,1,NA,Wildlife Computers,Mk9,1290213,Back,3,NA,NA,NA,NA,NA,5,NA,1.2,5,1,8,NaN,NaN,6/22/2013 2:06,1/20/2014 4:06,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,NA,Y,2013
U481,2013046,NA,NA,NA,NaN,4,just...what,NA,NA,NA,NA,5,NA,Little Leonardo,Kami,NA,Jaw,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/25/2013 1:49,10/23/2013 11:31,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2007,Adult,F,N,NA,N/A,2013
9704,2013047,Wildlife Computers,Mk10,07A0352,34079,3,NA,Little Leonardo,Kami,NA,Jaw,3,NA,Wildlife Computers,Mk9,490159,Back,3,NA,NA,NA,NA,NA,5,NA,1.4,5,0.5,8,NaN,NaN,5/31/2013 17:18,1/3/2014 20:20,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2013
9703,2013048,Wildlife Computers,Mk10,07A0354,34082,2,NA,Wildlife Computers,Mk9,990461,Back,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,10/27/2013 0:07,1/30/2014 19:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,N/A,2013
U776,2014001,SMRU,CTD,12933,133774,1,NA,SMRU,CTD,12933,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.1,4,NaN,NaN,NaN,NaN,2/2/2014 17:51,4/21/2014 3:54,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,NA,N/A,2014
T502,2014002,SMRU,CTD,12990,133779,3,NA,SMRU,CTD,12990,Head,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,1/28/2014 0:00,3/8/2014 5:18,37.116396,-122.330756,NaN,NaN,ANNU,NA,PB,NaN,Adult,F,N,NA,N/A,2014
O7273,2014003,SMRU,CTD,12934,133772,1,NA,SMRU,CTD,12934,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.1,4,NaN,NaN,NaN,NaN,2/1/2014 5:55,4/20/2014 5:51,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,NA,N/A,2014
U830,2014004,SMRU,CTD,12953,133778,2,NA,SMRU,CTD,12953,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.1,4,NaN,NaN,NaN,NaN,1/28/2014 23:27,4/2/2014 21:55,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,NA,N/A,2014
PF949,2014005,SMRU,CTDF,12946,133782,2,NA,SMRU,CTDF,12946,Head,1,NA,Wildlife Computers,Mk9,490159,Back,3,NA,NA,NA,NA,NA,5,NA,0.1,4,0.5,4,NaN,NaN,1/31/2014 5:50,4/26/2014 1:47,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,NA,N/A,2014
2445,2014006,SMRU,CTDF,12945,133781,3,NA,Wildlife Computers,Mk9,490879,Back,5,NA,SMRU,CTDF,12945,Head,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,2/2/2014 19:30,4/21/2014 0:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2004,Adult,F,N,NA,N/A,2014
X696,2014007,SMRU,CTD,12938,133773,1,NA,SMRU,CTD,12938,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.1,4,NaN,NaN,NaN,NaN,2/3/2014 20:21,4/14/2014 10:12,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,NA,N/A,2014
PG 25,2014008,SMRU,CTD,12951,133780,1,NA,SMRU,CTD,12951,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.1,4,NaN,NaN,NaN,NaN,2/9/2014 1:23,4/28/2014 22:33,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,NA,N/A,2014
3942,2014009,SMRU,CTD,12947,133775,1,NA,SMRU,CTD,12947,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.1,4,NaN,NaN,NaN,NaN,2/11/2014 11:19,5/4/2014 22:07,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,NA,N/A,2014
3997,2014010,Wildlife Computers,SPOT5,05S1059,62036,3,NA,Little Leonardo,Kami,NA,Jaw,1,NA,Wildlife Computers,Mk9,490357,Back,3,NA,NA,NA,NA,NA,5,NA,1.1,5,0.5,4,NaN,NaN,2/8/2014 0:46,4/18/2014 23:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,NA,N/A,2014
U842,2014011,Wildlife Computers,SPOT5,10S0785,101168,3,NA,Wildlife Computers,Mk9,990434,Back,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,NA,NA,NA,NA,5,NA,0.5,4,1.4,5,NaN,NaN,2/11/2014 11:36,4/30/2014 1:45,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,NA,N/A,2014
3960,2014012,SMRU,CTD,12950,133777,2,NA,SMRU,CTD,12950,Head,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,NA,NA,NA,NA,5,NA,0.1,4,1,5,NaN,NaN,2/13/2014 14:19,4/24/2014 4:32,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2008,Adult,F,N,NA,N/A,2014
VX372,2014013,Wildlife Computers,SPOT5,10S0782,101165,2,NA,Wildlife Computers,Mk9,990461,Back,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,NA,NA,NA,NA,5,NA,0.5,4,1.2,5,NaN,NaN,2/14/2014 7:00,5/7/2014 21:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,NA,N/A,2014
X780,2014014,Wildlife Computers,SPOT5,08S1031,93035,1,NA,Wildlife Computers,Mk9,890428,Back,5,mk9 failed,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,2/12/2014 0:30,4/18/2014 9:36,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,NA,N/A,2014
X823,2014015,Wildlife Computers,SPOT5,10S0781,101164,1,NA,Wildlife Computers,Mk9,1290213,Back,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,NA,NA,NA,NA,5,NA,1,4,1,5,NaN,NaN,2/16/2014 18:55,4/20/2014 16:43,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,NA,N/A,2014
X822,2014016,SMRU,CTD,12952,133771,1,NA,Little Leonardo,Kami,NA,Head,1,NA,SMRU,CTD,12952,Jaw,5,NA,NA,NA,NA,NA,5,NA,1.3,5,NaN,NaN,NaN,NaN,2/13/2014 22:43,5/29/2014 14:45,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,NA,N/A,2014
X797,2014017,SMRU,CTD,12941,133776,2,NA,SMRU,CTD,12941,Head,1,NA,Little Leonardo,Kami,NA,Jaw,5,NA,NA,NA,NA,NA,5,NA,0.1,4,NaN,NaN,NaN,NaN,2/12/2014 19:59,5/2/2014 22:04,37.116396,-122.330756,37.994242,-122.993187,ANNU,PTRE,PB,2009,Adult,F,N,NA,N/A,2014
U448,2014018,Wildlife Computers,Mk10,09A0140,93053,1,NA,Wildlife Computers,Mk10,09A0140,Head,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,NA,NA,NA,NA,5,NA,0.5,4,1.2,5,NaN,NaN,2/15/2014 18:10,5/3/2014 13:23,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,NA,N/A,2014
4551,2014019,Wildlife Computers,Mk10,12A1581,120078,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,Wildlife Computers,Mk10,12A1581,Head,3,NA,NA,NA,NA,NA,5,NA,1.2,5,0.5,4,NaN,NaN,2/18/2014 22:10,4/29/2014 2:32,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,NA,N/A,2014
4587,2014020,Wildlife Computers,Mk10,12A1591,120604,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,Wildlife Computers,Mk10,12A1591,Head,2,NA,NA,NA,NA,NA,5,NA,1.2,5,0.5,4,NaN,NaN,2/16/2014 20:50,5/4/2014 6:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,NA,N/A,2014
4078,2014021,Wildlife Computers,SPOT5,13S1533,139053,1,NA,Wildlife Computers,Mk9,1090224,Back,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/9/2014 0:50,3/27/2015 7:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,N,2014
3243,2014022,Wildlife Computers,SPOT5,10S0788,101170,3,NA,Wildlife Computers,Mk9,490857,Back,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/4/2014 2:30,3/20/2015 6:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,NA,N,2014
T167,2014023,SMRU,CTD,12933,133774,1,NA,SMRU,CTD,12933,Head,5,Bad depth sensor,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,5/27/2014 0:45,12/30/2014 22:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,NA,Y,2014
4259,2014024,SMRU,CTD,12938,133773,3,NA,SMRU,CTD,12938,Head,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.1,4,NaN,NaN,NaN,NaN,6/2/2014 20:45,1/22/2015 0:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,NA,N,2014
T379,2014025,SMRU,CTD,12947,133775,1,NA,SMRU,CTD,12947,Head,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/9/2014 12:48,8/8/2014 4:19,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2005,Adult,F,N,NA,N/A,2014
3190,2014026,SMRU,CTD,12950,133777,3,NA,SMRU,CTD,12950,Head,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.1,4,NaN,NaN,NaN,NaN,6/6/2014 23:00,1/13/2015 0:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2014
U186,2014027,SMRU,CTD,12953,133778,3,NA,SMRU,CTD,12953,Head,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.1,4,NaN,NaN,NaN,NaN,6/5/2014 0:05,1/20/2015 0:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2008,Adult,F,N,NA,Y,2014
T740,2014028,SMRU,CTD,12952,133771,3,NA,SMRU,CTD,12952,Head,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.1,4,NaN,NaN,NaN,NaN,6/7/2014 20:30,1/10/2015 0:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,N,2014
6195,2014029,SMRU,CTD,12934,133772,1,NA,SMRU,CTD,12934,Head,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/15/2014 14:02,8/24/2014 3:08,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,NaN,Adult,F,N,NA,N/A,2014
9720,2014030,SMRU,CTD,12951,133780,2,NA,SMRU,CTD,12951,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.1,4,NaN,NaN,NaN,NaN,6/11/2014 3:25,10/15/2014 16:45,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,N,2014
4534,2014031,Wildlife Computers,SPOT5,13S1531,139051,2,NA,Wildlife Computers,Mk9,490853,Back,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/22/2014 5:45,1/21/2015 2:50,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2009,Adult,F,N,NA,Y,2014
U 24,2014032,Wildlife Computers,SPOT5,13S1532,139052,3,NA,Wildlife Computers,Mk9,1290217,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/13/2014 4:28,7/5/2014 14:32,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2008,Adult,F,N,NA,N/A,2014
T220,2014033,Wildlife Computers,SPOT5,13S1530,139050,4,extremely few data points,Wildlife Computers,Mk9,1290211,Back,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,1,8,NaN,NaN,NaN,NaN,6/24/2014 21:00,1/22/2015 14:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,NA,Y,2014
3373,2014034,Wildlife Computers,SPOT5,10S0781,101164,3,NA,Wildlife Computers,Mk9,1290213,Back,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,1,8,NaN,NaN,NaN,NaN,6/17/2014 18:15,1/26/2015 0:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,NA,Y,2014
9550,2014035,SMRU,CTDF,12954,137446,1,NA,SMRU,CTDF,12954,Head,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/15/2014 23:42,7/19/2014 15:13,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,NaN,Adult,F,N,NA,N/A,2014
9507,2014036,SMRU,CTDF,12995,137447,3,NA,SMRU,CTDF,12995,Head,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.1,4,NaN,NaN,NaN,NaN,6/23/2014 7:30,1/26/2015 0:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2014
X367,2014037,Wildlife Computers,Mk10,12A1794,128636,3,NA,Wildlife Computers,Mk10,12A1794,Head,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/12/2014 6:33,1/15/2015 22:51,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2008,Adult,F,N,NA,N/A,2014
U448,2014038,Wildlife Computers,Mk10,12A1591,120604,1,NA,Wildlife Computers,Mk10,12A1591,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,6/16/2014 3:00,1/22/2015 16:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,NA,Y,2014
